Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR3278537,2017-12-31 00:00:16,2016-03-31 13:35:36,135979,34130729,0,251,23,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3278537/SRR3278537.1,SRX1652990,213LK29,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262112,SAMN04211994,simple,496922,coral metagenome,213LK29,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,DC19794676BAD9A9E8A8066CA6BD085F,0E5C3B265C1AA4846465FFF4F79759DE
SRR3278536,2017-12-31 00:00:16,2016-03-31 13:40:06,140685,35311935,0,251,24,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3278536/SRR3278536.1,SRX1652989,213LK29H2O,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262114,SAMN04211995,simple,496922,coral metagenome,213LK29H2O,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,709E09061E9A893ACB3FEE4D138D305E,A31F21DCD221F71E6C87D2A93713CD29
SRR3278535,2017-12-31 00:00:16,2016-03-31 13:35:10,298254,74861754,0,251,52,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3278535/SRR3278535.1,SRX1652988,213LK30,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262113,SAMN04211996,simple,496922,coral metagenome,213LK30,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,01075A76E6DA05F3CD39631A8E2A420A,05F788F30B2056F2A1EB7B1B3071F856
SRR3278533,2017-12-31 00:00:16,2016-03-31 13:35:11,203150,50990650,0,251,35,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3278533/SRR3278533.1,SRX1652986,213LK57,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262117,SAMN04211997,simple,496922,coral metagenome,213LK57,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,5FAC3A756F787DBEA4462B09D1BF82E6,ADD67A68B6D406120FAD2F9E7DF61B93
SRR3278532,2017-12-31 00:00:16,2016-03-31 13:40:12,168110,42195610,0,251,29,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3278532/SRR3278532.1,SRX1652985,213LK60,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262115,SAMN04211998,simple,496922,coral metagenome,213LK60,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,7EFEFDBB603ACF517B65631B58262698,3CA6FC469B472D3BE2E6026A00C2DA49
SRR3278531,2017-12-31 00:00:16,2016-03-31 13:39:40,181047,45442797,0,251,31,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3278531/SRR3278531.1,SRX1652984,213LK62,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262119,SAMN04211999,simple,496922,coral metagenome,213LK62,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,0E3258242E3647A1D585DD6657305C97,C7FB0228048C3A7A5A29B87E6A969E7C
SRR3278530,2017-12-31 00:00:16,2016-03-31 13:35:31,157737,39591987,0,251,27,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3278530/SRR3278530.1,SRX1652983,213LK64,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262118,SAMN04212000,simple,496922,coral metagenome,213LK64,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,354F94119FC22E297A6FC214278378EB,9C416F2D5906BA75202C60F9970B653E
SRR3278529,2017-12-31 00:00:16,2016-03-31 13:35:07,164027,41170777,0,251,28,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3278529/SRR3278529.1,SRX1652982,213LK68,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262132,SAMN04212001,simple,496922,coral metagenome,213LK68,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,9B683C35855D7E47C680A188F6835095,9D5B2E0B126B1B88F24A48B48FC6FE4C
SRR3278528,2017-12-31 00:00:16,2016-03-31 13:35:06,101452,25464452,0,251,17,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3278528/SRR3278528.1,SRX1652981,213LK68H2O,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262131,SAMN04212002,simple,496922,coral metagenome,213LK68H2O,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,B3F7B994D873D113E32F48C074F1C289,829E527D0413AFF05DFEBAAFE0C15DC0
SRR3278526,2017-12-31 00:00:16,2016-03-31 13:39:41,163543,41049293,0,251,28,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3278526/SRR3278526.1,SRX1652980,213LK71,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262137,SAMN04212003,simple,496922,coral metagenome,213LK71,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,2450370236C1353D092CF225B4C09423,F268F78AB44C5E540399E525BBD9DC90
SRR3278525,2017-12-31 00:00:16,2016-03-31 13:35:07,197674,49616174,0,251,34,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3278525/SRR3278525.1,SRX1652979,213LK71H2O,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262136,SAMN04212004,simple,496922,coral metagenome,213LK71H2O,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,8FC93E05A74E85CEC47576603BDE3703,01ACCDD399643BD4C20A2BDE82DAA29D
SRR3278524,2017-12-31 00:00:16,2016-03-31 13:35:07,158109,39685359,0,251,27,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3278524/SRR3278524.1,SRX1652978,713LK30,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262139,SAMN04212005,simple,496922,coral metagenome,713LK30,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,2524D6411EA2C155A51C7FF56F18F98C,2C5FDA3F65785B90BE018F67A1018F97
SRR3278523,2017-12-31 00:00:16,2016-03-31 13:35:13,118936,29852936,0,251,20,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3278523/SRR3278523.1,SRX1652977,713LK30H2O,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262138,SAMN04212006,simple,496922,coral metagenome,713LK30H2O,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,8B0AB938A43E2D6B1F3957A53B8F20C1,A5420B14C7CD81CDAA78FC9F2ED900F3
SRR3278521,2017-12-31 00:00:16,2016-03-31 13:22:37,167009,41919259,0,251,29,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3278521/SRR3278521.1,SRX1652975,713LK30pox,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262140,SAMN04212007,simple,496922,coral metagenome,713LK30pox,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,95AEFD654ED73638DAF72820BE6B234D,86A4C03A9504A7EC087BD1A0D0DD4776
SRR3278520,2017-12-31 00:00:16,2016-03-31 13:25:38,180910,45408410,0,251,31,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3278520/SRR3278520.1,SRX1652974,713LK57,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262142,SAMN04212008,simple,496922,coral metagenome,713LK57,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,7F88B4C015BFFC0F2105EE0833F57839,D6D6DED9A668D5990458E5C088B6210D
SRR3278519,2017-12-31 00:00:16,2016-03-31 13:35:07,10782,2706282,0,251,1,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3278519/SRR3278519.1,SRX1652972,713LK57H2O,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262141,SAMN04212009,simple,496922,coral metagenome,713LK57H2O,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,F4C7C82F4CBF14A9FD879A69FE2B2F61,D4793D54136ADA43F955E6AE386EB863
SRR3278518,2017-12-31 00:00:16,2016-03-31 13:26:57,192244,48253244,0,251,33,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3278518/SRR3278518.1,SRX1652971,713LK57pox,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262143,SAMN04212010,simple,496922,coral metagenome,713LK57pox,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,A889E3646ACAFF6B12BE09D5709BE60D,A5119BE371A62367B7BDCE7545FB29FC
SRR3278517,2017-12-31 00:00:16,2016-03-31 13:25:19,285652,71698652,0,251,50,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3278517/SRR3278517.1,SRX1652970,713LK60,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262145,SAMN04212011,simple,496922,coral metagenome,713LK60,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,5A8DD48E9C15DD54D7A3616E954A9301,62127458737FB1B080518B7BC237598C
SRR3278516,2017-12-31 00:00:16,2016-03-31 13:24:18,169555,42558305,0,251,29,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3278516/SRR3278516.1,SRX1652969,713LK60H2O,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262151,SAMN04212012,simple,496922,coral metagenome,713LK60H2O,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,CA851C86E7A55770CA9F994BA194A021,67DA64D5CA3FABAE041478605E3DEDC4
SRR3278515,2017-12-31 00:00:16,2016-03-31 13:24:46,209074,52477574,0,251,36,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3278515/SRR3278515.1,SRX1652968,713LK60pox,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262148,SAMN04212013,simple,496922,coral metagenome,713LK60pox,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,920459CDCE8688D56BC3E6D793E0241E,792E1986973A06F6AAA2301D28F9DD99
SRR3278514,2017-12-31 00:00:16,2016-03-31 13:26:21,193209,48495459,0,251,33,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3278514/SRR3278514.1,SRX1652967,713LK64,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262147,SAMN04212014,simple,496922,coral metagenome,713LK64,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,8EDB1AD7B2F05AD437FF562F8CFF5A87,DF8EC59EB66715845EFC7B69E9806D4E
SRR3278513,2017-12-31 00:00:16,2016-03-31 13:25:46,198040,49708040,0,251,34,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3278513/SRR3278513.1,SRX1652966,713LK64H2O,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262146,SAMN04212015,simple,496922,coral metagenome,713LK64H2O,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,EBC4E02ED24D01BDF15F053AA11E04FA,F60EF1277A13972964255503C96F533C
SRR3278512,2017-12-31 00:00:16,2016-03-31 13:23:41,236480,59356480,0,251,42,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3278512/SRR3278512.1,SRX1652965,713LK64pox,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262150,SAMN04212016,simple,496922,coral metagenome,713LK64pox,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,52B2D78C73BF26BC19848992A0898365,B24659433F2E48AAD101E0F6EFF31D10
SRR3278510,2017-12-31 00:00:16,2016-03-31 13:20:00,168492,42291492,0,251,29,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3278510/SRR3278510.1,SRX1652963,713LK71,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262153,SAMN04212017,simple,496922,coral metagenome,713LK71,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,613754B33228C81EEBC5CE905204A2F0,A0619C9DA9AA169558C707BD118A0292
SRR3278509,2017-12-31 00:00:16,2016-03-31 13:22:38,119638,30029138,0,251,21,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3278509/SRR3278509.1,SRX1652962,713LK71H2O,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262152,SAMN04212018,simple,496922,coral metagenome,713LK71H2O,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,7C6435E9B64FEEC848E84471181CAD0B,3D29375CD980946A95DD7162444981E4
SRR3278508,2017-12-31 00:00:16,2016-03-31 13:19:56,194900,48919900,0,251,34,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3278508/SRR3278508.1,SRX1652961,713LK71pox,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262154,SAMN04212019,simple,496922,coral metagenome,713LK71pox,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,200F183E0A11018EE9C4502B313B5A97,FF86A913929FF1B358DAB29E21B31B37
SRR3278507,2017-12-31 00:00:16,2016-03-31 13:20:14,148391,37246141,0,251,26,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3278507/SRR3278507.1,SRX1652960,811LK21,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262156,SAMN04212020,simple,496922,coral metagenome,811LK21,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,CA046259D9C2BFFB0B9F29E760C0AFCC,C6307C6B75AD12808DE47C5A977745E2
SRR3278506,2017-12-31 00:00:15,2016-03-31 13:19:06,69177,17363427,0,251,12,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3278506/SRR3278506.1,SRX1652959,811LK21pox,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262155,SAMN04212021,simple,496922,coral metagenome,811LK21pox,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,E9548C4EAED6DA508C2318F1CDEA141C,4E989A7C19048B39D180D0BD5854EBFC
SRR3278505,2017-12-31 00:00:15,2016-03-22 11:26:12,184572,46327572,0,251,32,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3278505/SRR3278505.1,SRX1652958,811LK24,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262157,SAMN04212022,simple,496922,coral metagenome,811LK24,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,032153F5B4CD18258229038D15B14BEF,9DDD682E2A80BCF01EB7543812EFF076
SRR3278504,2017-12-31 00:00:15,2016-03-31 13:19:30,179524,45060524,0,251,31,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3278504/SRR3278504.1,SRX1652957,811LK24H2O,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262159,SAMN04212023,simple,496922,coral metagenome,811LK24H2O,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,F5AFDA811F3F6CE8928BCB04EEE47D4E,A1628850BA00FE4EBBD151131ABACE7B
SRR3278503,2017-12-31 00:00:15,2016-03-31 13:20:05,95668,24012668,0,251,16,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3278503/SRR3278503.1,SRX1652956,811LK30,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262158,SAMN04212024,simple,496922,coral metagenome,811LK30,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,3CAC98BF5E328CCC135038008C7C0277,E7116D4A75536B9C6A95272EDFC4D877
SRR3278502,2017-12-31 00:00:15,2016-03-31 13:18:36,190525,47821775,0,251,33,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3278502/SRR3278502.1,SRX1652955,811LK30H2O,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262161,SAMN04212025,simple,496922,coral metagenome,811LK30H2O,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,C0BA84B9F7D4750D3B66EEC07ADE97E5,F752DB548216668A6D6EE1DF1F8DC2C4
SRR3278501,2017-12-31 00:00:15,2016-03-31 13:20:20,249587,62646337,0,251,43,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3278501/SRR3278501.1,SRX1652954,811LK57,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262160,SAMN04212026,simple,496922,coral metagenome,811LK57,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,14A20FF89DB7A2E059CE6C838CD5C41D,0752412E8FE7907260CD8FB8ABAF22CE
SRR3278499,2017-12-31 00:00:15,2016-03-31 13:22:17,185186,46481686,0,251,32,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3278499/SRR3278499.1,SRX1652952,811LK5758H2O,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262164,SAMN04212027,simple,496922,coral metagenome,811LK5758H2O,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,B83B8EE866F83D1B1F407D0D9C28BC40,C0B896D7CC0898D4E28BEEAA57F07ABA
